R,x,y,T,L,kappa,kappa_bulk
0.0,15,20,250,7.94328e-07,8.8883,0.725929
0.0,15,20,250,1e-06,9.20079,0.75145
0.0,15,20,250,1.25893e-06,9.49739,0.775675
0.0,15,20,250,1.58489e-06,9.77766,0.798565
0.0,15,20,250,1.99526e-06,10.0414,0.820103
0.0,15,20,250,2.51189e-06,10.2885,0.840284
0.0,15,20,250,3.16228e-06,10.519,0.859109
0.0,15,20,250,3.98107e-06,10.7329,0.876579
0.0,15,20,250,5.01187e-06,10.9302,0.892693
0.0,15,20,250,6.30957e-06,11.1107,0.907441
0.0,15,20,250,7.94328e-06,11.2745,0.920815
0.0,15,20,250,1e-05,11.4214,0.932816
0.0,15,20,250,1.25893e-05,11.5518,0.943461
0.0,15,20,250,1.58489e-05,11.666,0.952788
0.0,15,20,250,1.99526e-05,11.7648,0.960862
0.0,15,20,250,2.51189e-05,11.8494,0.967769
0.0,15,20,250,3.16228e-05,11.921,0.973613
0.0,15,20,250,3.98107e-05,11.9809,0.978508
0.0,15,20,250,5.01187e-05,12.0307,0.982573
0.0,15,20,250,6.30957e-05,12.0717,0.985921
0.0,15,20,250,7.94328e-05,12.1052,0.988663
0.0,15,20,250,0.0001,12.1325,0.990894
0.0,15,20,300,1e-09,0.344045,0.0317046
0.0,15,20,300,1.25893e-09,0.41936,0.038645
0.0,15,20,300,1.58489e-09,0.5087,0.0468779
0.0,15,20,300,1.99526e-09,0.613816,0.0565646
0.0,15,20,300,2.51189e-09,0.736402,0.0678612
0.0,15,20,300,3.16228e-09,0.878018,0.0809114
0.0,15,20,300,3.98107e-09,1.03999,0.0958375
0.0,15,20,300,5.01187e-09,1.22332,0.112732
0.0,15,20,300,6.30957e-09,1.4286,0.131649
0.0,15,20,300,7.94328e-09,1.65594,0.152599
0.0,15,20,300,1e-08,1.90495,0.175546
0.0,15,20,300,1.25893e-08,2.17471,0.200404
0.0,15,20,300,1.58489e-08,2.46379,0.227044
0.0,15,20,300,1.99526e-08,2.77034,0.255294
0.0,15,20,300,2.51189e-08,3.09217,0.284951
0.0,15,20,300,3.16228e-08,3.42684,0.315791
0.0,15,20,300,3.98107e-08,3.77175,0.347576
0.0,15,20,300,5.01187e-08,4.1243,0.380065
0.0,15,20,300,6.30957e-08,4.48193,0.41302
0.0,15,20,300,7.94328e-08,4.84217,0.446217
0.0,15,20,300,1e-07,5.20273,0.479444
0.0,15,20,300,1.25893e-07,5.56147,0.512503
0.0,15,20,300,1.58489e-07,5.91638,0.545209
0.0,15,20,300,1.99526e-07,6.26562,0.577392
0.0,15,20,300,2.51189e-07,6.60742,0.60889
0.0,15,20,300,3.16228e-07,6.94015,0.639552
0.0,15,20,300,3.98107e-07,7.26229,0.669238
0.0,15,20,300,5.01187e-07,7.57246,0.697821
0.0,15,20,300,6.30957e-07,7.86946,0.72519
0.0,15,20,300,7.94328e-07,8.15231,0.751255
0.0,15,20,300,1e-06,8.42025,0.775947
0.0,15,20,300,1.25893e-06,8.67282,0.799221
0.0,15,20,300,1.58489e-06,8.90977,0.821057
0.0,15,20,300,1.99526e-06,9.13104,0.841447
0.0,15,20,300,2.51189e-06,9.33668,0.860397
0.0,15,20,300,3.16228e-06,9.5268,0.877917
0.0,15,20,300,3.98107e-06,9.70149,0.894015
0.0,15,20,300,5.01187e-06,9.8608,0.908697
0.0,15,20,300,6.30957e-06,10.0048,0.92197
0.0,15,20,300,7.94328e-06,10.1337,0.933848
0.0,15,20,300,1e-05,10.2478,0.944363
0.0,15,20,300,1.25893e-05,10.3477,0.953561
0.0,15,20,300,1.58489e-05,10.434,0.961514
0.0,15,20,300,1.99526e-05,10.5077,0.968311
0.0,15,20,300,2.51189e-05,10.5701,0.97406
0.0,15,20,300,3.16228e-05,10.6223,0.978874
0.0,15,20,300,3.98107e-05,10.6657,0.982869
0.0,15,20,300,5.01187e-05,10.7014,0.986161
0.0,15,20,300,6.30957e-05,10.7307,0.988856
0.0,15,20,300,7.94328e-05,10.7545,0.991049
0.0,15,20,300,0.0001,10.7737,0.992826
0.0,15,20,400,1e-09,0.339894,0.0379087
0.0,15,20,400,1.25893e-09,0.412614,0.0460192
0.0,15,20,400,1.58489e-09,0.498317,0.0555777
0.0,15,20,400,1.99526e-09,0.598458,0.0667464
0.0,15,20,400,2.51189e-09,0.714392,0.0796767
0.0,15,20,400,3.16228e-09,0.847308,0.0945009
0.0,15,20,400,3.98107e-09,0.998136,0.111323
0.0,15,20,400,5.01187e-09,1.16748,0.13021
0.0,15,20,400,6.30957e-09,1.35557,0.151187
0.0,15,20,400,7.94328e-09,1.56218,0.174231
0.0,15,20,400,1e-08,1.78666,0.199268
0.0,15,20,400,1.25893e-08,2.02794,0.226177
0.0,15,20,400,1.58489e-08,2.28453,0.254796
0.0,15,20,400,1.99526e-08,2.55467,0.284924
0.0,15,20,400,2.51189e-08,2.8363,0.316334
0.0,15,20,400,3.16228e-08,3.12723,0.348783
0.0,15,20,400,3.98107e-08,3.42522,0.382017
0.0,15,20,400,5.01187e-08,3.72799,0.415786
0.0,15,20,400,6.30957e-08,4.03336,0.449844
0.0,15,20,400,7.94328e-08,4.33923,0.483958
0.0,15,20,400,1e-07,4.64364,0.517909
0.0,15,20,400,1.25893e-07,4.94475,0.551491
0.0,15,20,400,1.58489e-07,5.24081,0.584512
0.0,15,20,400,1.99526e-07,5.53022,0.616789
0.0,15,20,400,2.51189e-07,5.81144,0.648154
0.0,15,20,400,3.16228e-07,6.08307,0.678449
0.0,15,20,400,3.98107e-07,6.34384,0.707534
0.0,15,20,400,5.01187e-07,6.59266,0.735284
0.0,15,20,400,6.30957e-07,6.82863,0.761602
0.0,15,20,400,7.94328e-07,7.05109,0.786414
0.0,15,20,400,1e-06,7.25964,0.809673
0.0,15,20,400,1.25893e-06,7.45409,0.83136
0.0,15,20,400,1.58489e-06,7.63442,0.851472
0.0,15,20,400,1.99526e-06,7.80075,0.870023
0.0,15,20,400,2.51189e-06,7.95326,0.887033
0.0,15,20,400,3.16228e-06,8.09216,0.902525
0.0,15,20,400,3.98107e-06,8.21769,0.916525
0.0,15,20,400,5.01187e-06,8.33011,0.929064
0.0,15,20,400,6.30957e-06,8.4298,0.940182
0.0,15,20,400,7.94328e-06,8.51726,0.949936
0.0,15,20,400,1e-05,8.59313,0.958398
0.0,15,20,400,1.25893e-05,8.65822,0.965658
0.0,15,20,400,1.58489e-05,8.71348,0.971821
0.0,15,20,400,1.99526e-05,8.75992,0.977001
0.0,15,20,400,2.51189e-05,8.79861,0.981316
0.0,15,20,400,3.16228e-05,8.83059,0.984882
0.0,15,20,400,3.98107e-05,8.85683,0.987808
0.0,15,20,400,5.01187e-05,8.87823,0.990196
0.0,15,20,400,6.30957e-05,8.89562,0.992135
0.0,15,20,400,7.94328e-05,8.90967,0.993702
0.0,15,20,400,0.0001,8.92099,0.994965
0.0,15,20,500,1e-09,0.333789,0.0432357
0.0,15,20,500,1.25893e-09,0.403812,0.0523057
0.0,15,20,500,1.58489e-09,0.485893,0.0629377
0.0,15,20,500,1.99526e-09,0.581259,0.0752905
0.0,15,20,500,2.51189e-09,0.691016,0.0895073
0.0,15,20,500,3.16228e-09,0.816081,0.105707
0.0,15,20,500,3.98107e-09,0.95712,0.123976
0.0,15,20,500,5.01187e-09,1.11448,0.144359
0.0,15,20,500,6.30957e-09,1.28817,0.166856
0.0,15,20,500,7.94328e-09,1.47779,0.191418
0.0,15,20,500,1e-08,1.68259,0.217945
0.0,15,20,500,1.25893e-08,1.90145,0.246294
0.0,15,20,500,1.58489e-08,2.13294,0.276279
0.0,15,20,500,1.99526e-08,2.37539,0.307684
0.0,15,20,500,2.51189e-08,2.62694,0.340267
0.0,15,20,500,3.16228e-08,2.88561,0.373773
0.0,15,20,500,3.98107e-08,3.1494,0.407942
0.0,15,20,500,5.01187e-08,3.4163,0.442514
0.0,15,20,500,6.30957e-08,3.68438,0.477238
0.0,15,20,500,7.94328e-08,3.95179,0.511875
0.0,15,20,500,1e-07,4.21677,0.546198
0.0,15,20,500,1.25893e-07,4.47768,0.579994
0.0,15,20,500,1.58489e-07,4.73299,0.613064
0.0,15,20,500,1.99526e-07,4.98123,0.645219
0.0,15,20,500,2.51189e-07,5.22107,0.676285
0.0,15,20,500,3.16228e-07,5.45129,0.706105
0.0,15,20,500,3.98107e-07,5.67082,0.734541
0.0,15,20,500,5.01187e-07,5.87879,0.761479
0.0,15,20,500,6.30957e-07,6.07454,0.786835
0.0,15,20,500,7.94328e-07,6.25763,0.810551
0.0,15,20,500,1e-06,6.42787,0.832601
0.0,15,20,500,1.25893e-06,6.58521,0.852982
0.0,15,20,500,1.58489e-06,6.72977,0.871707
0.0,15,20,500,1.99526e-06,6.86177,0.888804
0.0,15,20,500,2.51189e-06,6.98145,0.904307
0.0,15,20,500,3.16228e-06,7.08912,0.918253
0.0,15,20,500,3.98107e-06,7.18513,0.930689
0.0,15,20,500,5.01187e-06,7.26992,0.941672
0.0,15,20,500,6.30957e-06,7.34402,0.95127
0.0,15,20,500,7.94328e-06,7.40809,0.95957
0.0,15,20,500,1e-05,7.4629,0.96667
0.0,15,20,500,1.25893e-05,7.50932,0.972682
0.0,15,20,500,1.58489e-05,7.54825,0.977724
0.0,15,20,500,1.99526e-05,7.58062,0.981918
0.0,15,20,500,2.51189e-05,7.60734,0.985378
0.0,15,20,500,3.16228e-05,7.62924,0.988215
0.0,15,20,500,3.98107e-05,7.64709,0.990527
0.0,15,20,500,5.01187e-05,7.66157,0.992403
0.0,15,20,500,6.30957e-05,7.67327,0.993918
0.0,15,20,500,7.94328e-05,7.68269,0.995139
0.0,15,20,500,0.0001,7.69026,0.996119
0.0,15,5,100,1e-09,0.328543,0.0142639
0.0,15,5,100,1.25893e-09,0.404277,0.017552
0.0,15,5,100,1.58489e-09,0.495487,0.0215119
0.0,15,5,100,1.99526e-09,0.604566,0.0262477
0.0,15,5,100,2.51189e-09,0.734012,0.0318677
0.0,15,5,100,3.16228e-09,0.886354,0.0384817
0.0,15,5,100,3.98107e-09,1.06406,0.0461968
0.0,15,5,100,5.01187e-09,1.26942,0.0551127
0.0,15,5,100,6.30957e-09,1.50447,0.0653175
0.0,15,5,100,7.94328e-09,1.77086,0.076883
0.0,15,5,100,1e-08,2.06979,0.0898615
0.0,15,5,100,1.25893e-08,2.40196,0.104283
0.0,15,5,100,1.58489e-08,2.76751,0.120154
0.0,15,5,100,1.99526e-08,3.16606,0.137457
0.0,15,5,100,2.51189e-08,3.59666,0.156152
0.0,15,5,100,3.16228e-08,4.05793,0.176178
0.0,15,5,100,3.98107e-08,4.54802,0.197456
0.0,15,5,100,5.01187e-08,5.06471,0.219888
0.0,15,5,100,6.30957e-08,5.60551,0.243367
0.0,15,5,100,7.94328e-08,6.16767,0.267774
0.0,15,5,100,1e-07,6.74838,0.292986
0.0,15,5,100,1.25893e-07,7.34484,0.318881
0.0,15,5,100,1.58489e-07,7.95437,0.345345
0.0,15,5,100,1.99526e-07,8.57455,0.37227
0.0,15,5,100,2.51189e-07,9.2033,0.399568
0.0,15,5,100,3.16228e-07,9.83882,0.42716
0.0,15,5,100,3.98107e-07,10.4796,0.45498
0.0,15,5,100,5.01187e-07,11.1243,0.482971
0.0,15,5,100,6.30957e-07,11.7716,0.511073
0.0,15,5,100,7.94328e-07,12.4199,0.539219
0.0,15,5,100,1e-06,13.0675,0.567333
0.0,15,5,100,1.25893e-06,13.7122,0.595326
0.0,15,5,100,1.58489e-06,14.3518,0.623095
0.0,15,5,100,1.99526e-06,14.9839,0.650535
0.0,15,5,100,2.51189e-06,15.6058,0.677535
0.0,15,5,100,3.16228e-06,16.215,0.703988
0.0,15,5,100,3.98107e-06,16.8093,0.72979
0.0,15,5,100,5.01187e-06,17.3863,0.754839
0.0,15,5,100,6.30957e-06,17.9435,0.77903
0.0,15,5,100,7.94328e-06,18.4784,0.802254
0.0,15,5,100,1e-05,18.9883,0.824391
0.0,15,5,100,1.25893e-05,19.4703,0.845317
0.0,15,5,100,1.58489e-05,19.9215,0.864908
0.0,15,5,100,1.99526e-05,20.3394,0.883049
0.0,15,5,100,2.51189e-05,20.7217,0.899647
0.0,15,5,100,3.16228e-05,21.067,0.914641
0.0,15,5,100,3.98107e-05,21.3749,0.928009
0.0,15,5,100,5.01187e-05,21.6458,0.939769
0.0,15,5,100,6.30957e-05,21.8811,0.949984
0.0,15,5,100,7.94328e-05,22.0829,0.958747
0.0,15,5,100,0.0001,22.2542,0.96618
0.0,15,5,150,1e-09,0.38479,0.0223969
0.0,15,5,150,1.25893e-09,0.471631,0.0274515
0.0,15,5,150,1.58489e-09,0.575509,0.0334977
0.0,15,5,150,1.99526e-09,0.698808,0.0406744
0.0,15,5,150,2.51189e-09,0.843937,0.0491217
0.0,15,5,150,3.16228e-09,1.01322,0.058975
0.0,15,5,150,3.98107e-09,1.2088,0.0703587
0.0,15,5,150,5.01187e-09,1.4325,0.0833792
0.0,15,5,150,6.30957e-09,1.68572,0.0981177
0.0,15,5,150,7.94328e-09,1.96932,0.114625
0.0,15,5,150,1e-08,2.28356,0.132916
0.0,15,5,150,1.25893e-08,2.62806,0.152967
0.0,15,5,150,1.58489e-08,3.00176,0.174718
0.0,15,5,150,1.99526e-08,3.40296,0.198071
0.0,15,5,150,2.51189e-08,3.82942,0.222893
0.0,15,5,150,3.16228e-08,4.27838,0.249025
0.0,15,5,150,3.98107e-08,4.74672,0.276285
0.0,15,5,150,5.01187e-08,5.23107,0.304477
0.0,15,5,150,6.30957e-08,5.72793,0.333396
0.0,15,5,150,7.94328e-08,6.23382,0.362842
0.0,15,5,150,1e-07,6.74538,0.392617
0.0,15,5,150,1.25893e-07,7.25955,0.422545
0.0,15,5,150,1.58489e-07,7.77363,0.452467
0.0,15,5,150,1.99526e-07,8.28533,0.482251
0.0,15,5,150,2.51189e-07,8.79276,0.511786
0.0,15,5,150,3.16228e-07,9.29442,0.540985
0.0,15,5,150,3.98107e-07,9.78904,0.569775
0.0,15,5,150,5.01187e-07,10.2755,0.59809
0.0,15,5,150,6.30957e-07,10.7527,0.625866
0.0,15,5,150,7.94328e-07,11.2195,0.653037
0.0,15,5,150,1e-06,11.6748,0.679535
0.0,15,5,150,1.25893e-06,12.1172,0.705285
0.0,15,5,150,1.58489e-06,12.5455,0.730217
0.0,15,5,150,1.99526e-06,12.9586,0.754262
0.0,15,5,150,2.51189e-06,13.3554,0.777355
0.0,15,5,150,3.16228e-06,13.7348,0.799438
0.0,15,5,150,3.98107e-06,14.0958,0.820454
0.0,15,5,150,5.01187e-06,14.4376,0.840346
0.0,15,5,150,6.30957e-06,14.759,0.859055
0.0,15,5,150,7.94328e-06,15.0592,0.876524
0.0,15,5,150,1e-05,15.337,0.892696
0.0,15,5,150,1.25893e-05,15.5917,0.907522
0.0,15,5,150,1.58489e-05,15.8227,0.920968
0.0,15,5,150,1.99526e-05,16.0298,0.933021
0.0,15,5,150,2.51189e-05,16.2132,0.943694
0.0,15,5,150,3.16228e-05,16.3736,0.953029
0.0,15,5,150,3.98107e-05,16.5121,0.961094
0.0,15,5,150,5.01187e-05,16.6305,0.967983
0.0,15,5,150,6.30957e-05,16.7305,0.973803
0.0,15,5,150,7.94328e-05,16.8141,0.978673
0.0,15,5,150,0.0001,16.8835,0.982713
0.0,15,5,200,1e-09,0.406437,0.0285198
0.0,15,5,200,1.25893e-09,0.496706,0.0348541
0.0,15,5,200,1.58489e-09,0.604154,0.0423938
0.0,15,5,200,1.99526e-09,0.731008,0.0512952
0.0,15,5,200,2.51189e-09,0.879455,0.0617118
0.0,15,5,200,3.16228e-09,1.05153,0.0737864
0.0,15,5,200,3.98107e-09,1.24901,0.0876433
0.0,15,5,200,5.01187e-09,1.47326,0.103379
0.0,15,5,200,6.30957e-09,1.72518,0.121057
0.0,15,5,200,7.94328e-09,2.00506,0.140696
0.0,15,5,200,1e-08,2.31254,0.162272
0.0,15,5,200,1.25893e-08,2.64658,0.185712
0.0,15,5,200,1.58489e-08,3.0055,0.210897
0.0,15,5,200,1.99526e-08,3.38699,0.237667
0.0,15,5,200,2.51189e-08,3.78827,0.265824
0.0,15,5,200,3.16228e-08,4.20616,0.295148
0.0,15,5,200,3.98107e-08,4.63725,0.325398
0.0,15,5,200,5.01187e-08,5.07801,0.356326
0.0,15,5,200,6.30957e-08,5.52495,0.387688
0.0,15,5,200,7.94328e-08,5.97476,0.419252
0.0,15,5,200,1e-07,6.42438,0.450802
0.0,15,5,200,1.25893e-07,6.87113,0.48215
0.0,15,5,200,1.58489e-07,7.31271,0.513136
0.0,15,5,200,1.99526e-07,7.74725,0.543628
0.0,15,5,200,2.51189e-07,8.17324,0.57352
0.0,15,5,200,3.16228e-07,8.58947,0.602727
0.0,15,5,200,3.98107e-07,8.99494,0.631179
0.0,15,5,200,5.01187e-07,9.38877,0.658815
0.0,15,5,200,6.30957e-07,9.77015,0.685576
0.0,15,5,200,7.94328e-07,10.1383,0.711408
0.0,15,5,200,1e-06,10.4924,0.736257
0.0,15,5,200,1.25893e-06,10.8318,0.760072
0.0,15,5,200,1.58489e-06,11.1558,0.782808
0.0,15,5,200,1.99526e-06,11.4639,0.804426
0.0,15,5,200,2.51189e-06,11.7556,0.824893
0.0,15,5,200,3.16228e-06,12.0304,0.844178
0.0,15,5,200,3.98107e-06,12.288,0.862254
0.0,15,5,200,5.01187e-06,12.5279,0.879092
0.0,15,5,200,6.30957e-06,12.7499,0.894667
0.0,15,5,200,7.94328e-06,12.9535,0.908954
0.0,15,5,200,1e-05,13.1385,0.921938
0.0,15,5,200,1.25893e-05,13.3049,0.933614
0.0,15,5,200,1.58489e-05,13.4529,0.943997
0.0,15,5,200,1.99526e-05,13.5829,0.953121
0.0,15,5,200,2.51189e-05,13.6959,0.961045
0.0,15,5,200,3.16228e-05,13.7928,0.967847
0.0,15,5,200,3.98107e-05,13.8751,0.973621
0.0,15,5,200,5.01187e-05,13.9442,0.978474
0.0,15,5,200,6.30957e-05,14.0018,0.982516
0.0,15,5,200,7.94328e-05,14.0494,0.985856
0.0,15,5,200,0.0001,14.0885,0.988596
0.0,15,5,250,1e-09,0.414655,0.0334603
0.0,15,5,250,1.25893e-09,0.505544,0.0407945
0.0,15,5,250,1.58489e-09,0.613303,0.0494901
0.0,15,5,250,1.99526e-09,0.739987,0.0597128
0.0,15,5,250,2.51189e-09,0.88756,0.071621
0.0,15,5,250,3.16228e-09,1.05779,0.0853576
0.0,15,5,250,3.98107e-09,1.25213,0.10104
0.0,15,5,250,5.01187e-09,1.47162,0.118752
0.0,15,5,250,6.30957e-09,1.71676,0.138533
0.0,15,5,250,7.94328e-09,1.98743,0.160374
0.0,15,5,250,1e-08,2.28288,0.184215
0.0,15,5,250,1.25893e-08,2.60169,0.209941
0.0,15,5,250,1.58489e-08,2.94183,0.237389
0.0,15,5,250,1.99526e-08,3.30076,0.266352
0.0,15,5,250,2.51189e-08,3.67548,0.296591
0.0,15,5,250,3.16228e-08,4.06277,0.327843
0.0,15,5,250,3.98107e-08,4.45924,0.359835
0.0,15,5,250,5.01187e-08,4.86151,0.392296
0.0,15,5,250,6.30957e-08,5.26633,0.424963
0.0,15,5,250,7.94328e-08,5.6707,0.457593
0.0,15,5,250,1e-07,6.07192,0.489969
0.0,15,5,250,1.25893e-07,6.46767,0.521904
0.0,15,5,250,1.58489e-07,6.85601,0.553241
0.0,15,5,250,1.99526e-07,7.23538,0.583854
0.0,15,5,250,2.51189e-07,7.60452,0.613641
0.0,15,5,250,3.16228e-07,7.96243,0.642523
0.0,15,5,250,3.98107e-07,8.30829,0.670432
0.0,15,5,250,5.01187e-07,8.6414,0.697312
0.0,15,5,250,6.30957e-07,8.96115,0.723114
0.0,15,5,250,7.94328e-07,9.26698,0.747792
0.0,15,5,250,1e-06,9.55841,0.77131
0.0,15,5,250,1.25893e-06,9.83505,0.793633
0.0,15,5,250,1.58489e-06,10.0966,0.814737
0.0,15,5,250,1.99526e-06,10.3428,0.834603
0.0,15,5,250,2.51189e-06,10.5735,0.853218
0.0,15,5,250,3.16228e-06,10.7885,0.870571
0.0,15,5,250,3.98107e-06,10.9878,0.886655
0.0,15,5,250,5.01187e-06,11.1713,0.901461
0.0,15,5,250,6.30957e-06,11.3389,0.914986
0.0,15,5,250,7.94328e-06,11.4906,0.92723
0.0,15,5,250,1e-05,11.6267,0.938205
0.0,15,5,250,1.25893e-05,11.7472,0.947936
0.0,15,5,250,1.58489e-05,11.853,0.956467
0.0,15,5,250,1.99526e-05,11.9446,0.963859
0.0,15,5,250,2.51189e-05,12.0231,0.970194
0.0,15,5,250,3.16228e-05,12.0896,0.975564
0.0,15,5,250,3.98107e-05,12.1455,0.980071
0.0,15,5,250,5.01187e-05,12.1919,0.983821
0.0,15,5,250,6.30957e-05,12.2303,0.986916
0.0,15,5,250,7.94328e-05,12.2618,0.989454
0.0,15,5,250,0.0001,12.2874,0.991523
0.0,15,5,300,1e-09,0.417066,0.0376669
0.0,15,5,300,1.25893e-09,0.507442,0.0458291
0.0,15,5,300,1.58489e-09,0.614238,0.0554743
0.0,15,5,300,1.99526e-09,0.739343,0.0667729
0.0,15,5,300,2.51189e-09,0.88452,0.0798845
0.0,15,5,300,3.16228e-09,1.05131,0.0949478
0.0,15,5,300,3.98107e-09,1.24091,0.112071
0.0,15,5,300,5.01187e-09,1.45407,0.131322
0.0,15,5,300,6.30957e-09,1.69099,0.15272
0.0,15,5,300,7.94328e-09,1.9513,0.17623
0.0,15,5,300,1e-08,2.23396,0.201757
0.0,15,5,300,1.25893e-08,2.53732,0.229155
0.0,15,5,300,1.58489e-08,2.85918,0.258224
0.0,15,5,300,1.99526e-08,3.1969,0.288725
0.0,15,5,300,2.51189e-08,3.54748,0.320387
0.0,15,5,300,3.16228e-08,3.90774,0.352923
0.0,15,5,300,3.98107e-08,4.27445,0.386042
0.0,15,5,300,5.01187e-08,4.64445,0.419458
0.0,15,5,300,6.30957e-08,5.01476,0.452903
0.0,15,5,300,7.94328e-08,5.38268,0.486131
0.0,15,5,300,1e-07,5.74583,0.518928
0.0,15,5,300,1.25893e-07,6.10216,0.55111
0.0,15,5,300,1.58489e-07,6.45002,0.582526
0.0,15,5,300,1.99526e-07,6.78803,0.613054
0.0,15,5,300,2.51189e-07,7.11514,0.642596
0.0,15,5,300,3.16228e-07,7.43048,0.671076
0.0,15,5,300,3.98107e-07,7.73337,0.698431
0.0,15,5,300,5.01187e-07,8.02325,0.724611
0.0,15,5,300,6.30957e-07,8.29963,0.749572
0.0,15,5,300,7.94328e-07,8.56216,0.773282
0.0,15,5,300,1e-06,8.81053,0.795714
0.0,15,5,300,1.25893e-06,9.04456,0.816849
0.0,15,5,300,1.58489e-06,9.26412,0.836679
0.0,15,5,300,1.99526e-06,9.46919,0.8552
0.0,15,5,300,2.51189e-06,9.65978,0.872412
0.0,15,5,300,3.16228e-06,9.83593,0.888321
0.0,15,5,300,3.98107e-06,9.99772,0.902933
0.0,15,5,300,5.01187e-06,10.1452,0.916256
0.0,15,5,300,6.30957e-06,10.2786,0.928302
0.0,15,5,300,7.94328e-06,10.3981,0.939092
0.0,15,5,300,1e-05,10.504,0.948658
0.0,15,5,300,1.25893e-05,10.5969,0.957045
0.0,15,5,300,1.58489e-05,10.6774,0.964317
0.0,15,5,300,1.99526e-05,10.7464,0.970554
0.0,15,5,300,2.51189e-05,10.805,0.975844
0.0,15,5,300,3.16228e-05,10.8542,0.980289
0.0,15,5,300,3.98107e-05,10.8952,0.983991
0.0,15,5,300,5.01187e-05,10.9291,0.987048
0.0,15,5,300,6.30957e-05,10.9569,0.989557
0.0,15,5,300,7.94328e-05,10.9795,0.991603
0.0,15,5,300,0.0001,10.9979,0.993264
0.0,15,5,400,1e-09,0.414961,0.0447322
0.0,15,5,400,1.25893e-09,0.503132,0.0542368
0.0,15,5,400,1.58489e-09,0.606749,0.0654065
0.0,15,5,400,1.99526e-09,0.727412,0.0784138
0.0,15,5,400,2.51189e-09,0.866559,0.0934136
0.0,15,5,400,3.16228e-09,1.02536,0.110532
0.0,15,5,400,3.98107e-09,1.20461,0.129855
0.0,15,5,400,5.01187e-09,1.40466,0.15142
0.0,15,5,400,6.30957e-09,1.62532,0.175207
0.0,15,5,400,7.94328e-09,1.86582,0.201133
0.0,15,5,400,1e-08,2.12484,0.229054
0.0,15,5,400,1.25893e-08,2.40051,0.258771
0.0,15,5,400,1.58489e-08,2.69054,0.290035
0.0,15,5,400,1.99526e-08,2.99227,0.322562
0.0,15,5,400,2.51189e-08,3.30288,0.356045
0.0,15,5,400,3.16228e-08,3.61945,0.390171
0.0,15,5,400,3.98107e-08,3.93911,0.42463
0.0,15,5,400,5.01187e-08,4.25914,0.459129
0.0,15,5,400,6.30957e-08,4.57703,0.493396
0.0,15,5,400,7.94328e-08,4.89055,0.527193
0.0,15,5,400,1e-07,5.19777,0.560311
0.0,15,5,400,1.25893e-07,5.49707,0.592575
0.0,15,5,400,1.58489e-07,5.7871,0.62384
0.0,15,5,400,1.99526e-07,6.06681,0.653993
0.0,15,5,400,2.51189e-07,6.33535,0.682941
0.0,15,5,400,3.16228e-07,6.59206,0.710613
0.0,15,5,400,3.98107e-07,6.83644,0.736957
0.0,15,5,400,5.01187e-07,7.06811,0.761931
0.0,15,5,400,6.30957e-07,7.28682,0.785507
0.0,15,5,400,7.94328e-07,7.4924,0.807668
0.0,15,5,400,1e-06,7.6848,0.828409
0.0,15,5,400,1.25893e-06,7.86406,0.847733
0.0,15,5,400,1.58489e-06,8.03029,0.865652
0.0,15,5,400,1.99526e-06,8.18366,0.882185
0.0,15,5,400,2.51189e-06,8.32437,0.897354
0.0,15,5,400,3.16228e-06,8.45267,0.911184
0.0,15,5,400,3.98107e-06,8.5688,0.923703
0.0,15,5,400,5.01187e-06,8.67308,0.934944
0.0,15,5,400,6.30957e-06,8.76586,0.944945
0.0,15,5,400,7.94328e-06,8.84758,0.953754
0.0,15,5,400,1e-05,8.91881,0.961433
0.0,15,5,400,1.25893e-05,8.98023,0.968054
0.0,15,5,400,1.58489e-05,9.03264,0.973704
0.0,15,5,400,1.99526e-05,9.07691,0.978476
0.0,15,5,400,2.51189e-05,9.11396,0.98247
0.0,15,5,400,3.16228e-05,9.14471,0.985784
0.0,15,5,400,3.98107e-05,9.17004,0.988515
0.0,15,5,400,5.01187e-05,9.19077,0.99075
0.0,15,5,400,6.30957e-05,9.20764,0.992569
0.0,15,5,400,7.94328e-05,9.22132,0.994043
0.0,15,5,400,0.0001,9.23236,0.995234
0.0,15,5,500,1e-09,0.409588,0.0506801
0.0,15,5,500,1.25893e-09,0.495165,0.061269
0.0,15,5,500,1.58489e-09,0.595272,0.0736556
0.0,15,5,500,1.99526e-09,0.711279,0.0880096
0.0,15,5,500,2.51189e-09,0.844364,0.104477
0.0,15,5,500,3.16228e-09,0.99542,0.123168
0.0,15,5,500,3.98107e-09,1.16496,0.144146
0.0,15,5,500,5.01187e-09,1.35305,0.167419
0.0,15,5,500,6.30957e-09,1.55924,0.192932
0.0,15,5,500,7.94328e-09,1.78257,0.220565
0.0,15,5,500,1e-08,2.02155,0.250136
0.0,15,5,500,1.25893e-08,2.27429,0.281408
0.0,15,5,500,1.58489e-08,2.53851,0.3141
0.0,15,5,500,1.99526e-08,2.8117,0.347904
0.0,15,5,500,2.51189e-08,3.09124,0.382493
0.0,15,5,500,3.16228e-08,3.37451,0.417542
0.0,15,5,500,3.98107e-08,3.65896,0.452738
0.0,15,5,500,5.01187e-08,3.94222,0.487788
0.0,15,5,500,6.30957e-08,4.22215,0.522425
0.0,15,5,500,7.94328e-08,4.49686,0.556416
0.0,15,5,500,1e-07,4.7647,0.589558
0.0,15,5,500,1.25893e-07,5.02433,0.621682
